Name,Unnamed: 1,Full Stats - Break Points Faced,Career - Career High Rank (2011.07.04),Career - Career High Rank (2025.01.27),Career - Career High Rank (2025.02.24),Birthplace,TotalServicePointsWon,Turned pro,SecondServeReturnWon,BreakPointsConverted,Career - Career High Rank (2015.03.02),Height,Career - Career High Rank (2021.09.13),DoubleFaults,Career - Career High Rank (2024.08.05),YTD - Titles,Career - Career High Rank (2019.06.10),Career - Prize Money Singles & Doubles Combined,Career - Career High Rank (2022.09.12),Career - Career High Rank (2023.01.16),Career - W-L,Career - Career High Rank (2025.04.07),Career - Career High Rank (2024.05.06),Career - Career High Rank (2025.05.05),Full Stats - Return Games Played,ReturnPointsWon,Career - Career High Rank (2017.09.11),SecondServeWon,Career - Career High Rank (2024.06.24),Career - Career High Rank (2019.05.20),Career - Titles,Career - Career High Rank (2023.02.06),Career - Career High Rank (2025.04.21),Full Stats - Return Games Won,Career - Career High Rank (2024.07.15),Age,Career - Career High Rank (2024.10.21),Career - Career High Rank (2022.08.08),Career - Career High Rank (2022.01.31),FirstServeIn,Career - Career High Rank (2024.08.12),Career - Career High Rank (2024.11.18),Career - Career High Rank (2023.08.21),TotalPointsWon,Full Stats - Break Points Opportunities,Career - Career High Rank (2023.08.14),Career - Career High Rank (2024.02.12),Career - Career High Rank (2023.11.06),Career - Career High Rank (2019.07.15),FirstServeReturnWon,Career - Career High Rank (2024.08.26),Career - Career High Rank (2023.09.11),Career - Career High Rank (2023.06.19),Aces,Career - Career High Rank (2022.11.07),Career - Career High Rank (2024.01.08),Career - Career High Rank (2024.07.22),Career - Career High Rank (2021.10.04),Career - Career High Rank (2017.11.20),Career - Career High Rank (2022.02.28),Career - Career High Rank (2023.10.16),Weight,Career - Career High Rank (2025.03.31),YTD - Rank,Full Stats - Service Games Played,BreakPointsSaved,Career - Career High Rank (2018.11.05),Career - Career High Rank (2024.06.10),Career - Career High Rank (2022.07.11),Full Stats - Service Games Won,YTD - Prize Money,Career - Career High Rank (2022.08.29),FirstServeWon,Career - Career High Rank (2019.11.04),Plays,Career - Career High Rank (2022.06.13),Career - Career High Rank (2024.11.04),Career - Career High Rank (2018.07.02),Career - Career High Rank (2025.05.26),Career - Career High Rank (2024.04.15),Career - Career High Rank (2024.07.01),Career - Career High Rank (2025.04.14),Career - Career High Rank (2022.08.01),Career - Career High Rank (2016.11.07),Career - Career High Rank (2024.09.16),Career - Career High Rank (2022.10.31),Career - Career High Rank (2023.04.10),Career - Career High Rank (2020.09.21),Career - Career High Rank (2023.10.02),Career - Career High Rank (2024.09.09),Career - Career High Rank (2025.05.19),Career - Career High Rank (2021.08.09),Career - Career High Rank (2025.03.17),Career - Career High Rank (2025.03.03),Country,Wins,Losses,Win Rate,Height_cm,Weight_kg
Jannik Sinner,x,1918,1.0,9.0,29.0,"San Candido, Italy",0.67,2018.0,0.54,0.43,4.0,"6'3"" (191cm)",5.0,715,25.0,1,27.0,40069385,3.6666666666666665,27.0,275 - 81,55.333333333333336,26.5,17.333333333333332,4252,0.4,10.0,0.55,18.0,52.0,19,42.0,71.0,0.28,6.0,23,47.0,83.0,26.0,0.6,22.666666666666668,4.0,12.5,0.53,2757,48.0,27.0,21.0,8.0,0.32,62.0,53.0,18.333333333333332,1976,28.5,36.0,31.0,21.0,5.0,31.0,37.0,170 lbs (77kg),72.0,1,4307,0.67,12.0,1.0,58.0,0.85,2830697,22.0,0.75,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Italy,12,1,0.9230769230769231,191,77
Carlos Alcaraz,x,1630,1.0,9.0,29.0,"El Palmar, Murcia, Spain",0.66,2018.0,0.54,0.42,4.0,"6'0"" (183cm)",5.0,668,25.0,3,27.0,41835058,1.0,27.0,239 - 61,55.333333333333336,26.5,17.333333333333332,3566,0.42,10.0,0.56,18.0,52.0,19,42.0,71.0,0.31,6.0,22,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.53,2696,48.0,27.0,21.0,8.0,0.35,62.0,53.0,18.333333333333332,1130,28.5,36.0,31.0,21.0,5.0,31.0,37.0,163 lbs (74kg),72.0,2,3563,0.63,12.0,15.0,58.0,0.83,3980081,22.0,0.71,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Spain,30,5,0.8571428571428571,183,74
Alexander Zverev,x,3657,1.0,9.0,29.0,"Hamburg, Germany",0.67,2013.0,0.51,0.41,4.0,"6'6"" (198cm)",5.0,2464,25.0,1,27.0,52935482,3.6666666666666665,27.0,488 - 208,55.333333333333336,26.5,17.333333333333332,8615,0.38,10.0,0.5,18.0,52.0,24,42.0,71.0,0.25,6.0,28,47.0,83.0,26.0,0.67,22.666666666666668,4.0,12.5,0.52,5211,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,5646,28.5,36.0,31.0,21.0,5.0,31.0,37.0,198 lbs (90kg),72.0,3,8594,0.62,12.0,15.0,58.0,0.84,2704891,22.0,0.75,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Germany,25,10,0.7142857142857143,198,90
Taylor Fritz,x,2705,1.0,9.0,29.0,"Rancho Santa Fe, CA, USA",0.67,2015.0,0.5,0.38,4.0,"6'5"" (196cm)",5.0,1121,25.0,0,27.0,24194335,3.6666666666666665,27.0,301 - 199,55.333333333333336,26.5,17.333333333333332,6192,0.36,10.0,0.52,18.0,52.0,8,42.0,71.0,0.2,6.0,27,47.0,83.0,26.0,0.6,22.666666666666668,4.0,12.5,0.51,3311,48.0,27.0,21.0,8.0,0.27,62.0,53.0,18.333333333333332,4648,28.5,36.0,31.0,21.0,5.0,31.0,37.0,190 lbs (86kg),72.0,4,6286,0.63,12.0,15.0,58.0,0.84,1712282,22.0,0.76,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,United States,17,9,0.6538461538461539,196,86
Jack Draper,x,831,1.0,9.0,29.0,"Sutton, England",0.66,2018.0,0.52,0.42,4.0,"6'4"" (193cm)",5.0,436,25.0,1,27.0,7600701,3.6666666666666665,27.0,101 - 57,55.333333333333336,26.5,5.0,1819,0.38,10.0,0.51,18.0,52.0,3,42.0,71.0,0.25,6.0,23,47.0,83.0,26.0,0.6,22.666666666666668,4.0,12.5,0.52,1071,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,1200,28.5,36.0,31.0,21.0,5.0,31.0,37.0,187 lbs (85kg),72.0,5,1807,0.66,12.0,15.0,58.0,0.84,2674635,22.0,0.76,9.0,"Left-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Great Britain,22,6,0.7857142857142857,193,85
Novak Djokovic,Youtube,6674,1.0,9.0,29.0,"Belgrade, Serbia",0.68,2003.0,0.55,0.44,4.0,"6'2"" (188cm)",5.0,3041,25.0,1,27.0,187086939,3.6666666666666665,27.0,1140 - 229,55.333333333333336,26.5,17.333333333333332,16104,0.42,10.0,0.55,18.0,52.0,100,42.0,71.0,0.32,6.0,38,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.54,11567,48.0,27.0,21.0,8.0,0.34,62.0,53.0,18.333333333333332,7504,28.5,36.0,31.0,21.0,5.0,31.0,37.0,170 lbs (77kg),72.0,6,16569,0.65,12.0,15.0,58.0,0.86,1553019,22.0,0.74,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Serbia,16,7,0.6956521739130435,188,77
Lorenzo Musetti,x,1618,1.0,9.0,29.0,"Carrara, Italy",0.63,2019.0,0.52,0.4,4.0,"6'1"" (185cm)",5.0,518,25.0,0,27.0,9385488,3.6666666666666665,27.0,152 - 118,55.333333333333336,26.5,17.333333333333332,3126,0.38,10.0,0.52,18.0,52.0,2,42.0,71.0,0.24,6.0,23,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.51,1838,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,881,28.5,36.0,31.0,21.0,5.0,31.0,37.0,172 lbs (78kg),72.0,7,3121,0.59,12.0,15.0,58.0,0.79,1662593,22.0,0.69,9.0,"Right-Handed, One-Handed Backhand",2.0,26.0,23.0,7.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Italy,20,7,0.7407407407407407,185,78
Casper Ruud,x,2247,1.0,9.0,29.0,"Oslo, Norway",0.66,2015.0,0.51,0.4,4.0,"6'0"" (183cm)",5.0,913,25.0,1,27.0,24777407,2.0,27.0,282 - 147,55.333333333333336,26.5,17.333333333333332,4837,0.37,10.0,0.54,18.0,52.0,13,42.0,71.0,0.23,6.0,26,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.52,2834,48.0,27.0,21.0,8.0,0.29,62.0,53.0,18.333333333333332,2053,28.5,36.0,31.0,21.0,5.0,31.0,37.0,178 lbs (81kg),72.0,8,4936,0.64,12.0,15.0,58.0,0.83,2410638,22.0,0.72,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Norway,24,7,0.7741935483870968,183,81
Alex De Minaur,x,2586,1.0,9.0,29.0,"Sydney, Australia",0.64,2015.0,0.52,0.43,4.0,"6'0"" (183cm)",5.0,1043,25.0,0,27.0,17644663,3.6666666666666665,27.0,275 - 165,55.333333333333336,26.5,17.333333333333332,5047,0.4,10.0,0.53,18.0,52.0,9,42.0,71.0,0.27,6.0,26,47.0,83.0,26.0,0.58,22.666666666666668,4.0,12.5,0.52,3193,48.0,27.0,21.0,8.0,0.32,62.0,53.0,18.333333333333332,1557,28.5,36.0,31.0,21.0,5.0,31.0,37.0,152 lbs (69kg),72.0,9,5007,0.61,12.0,15.0,58.0,0.8,1920334,22.0,0.71,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Australia,26,10,0.7222222222222222,183,69
Holger Rune,x,1433,1.0,9.0,29.0,"Gentofte, Denmark",0.65,2020.0,0.5,0.4,4.0,"6'2"" (188cm)",5.0,798,25.0,1,27.0,13282663,3.6666666666666665,27.0,156 - 96,55.333333333333336,26.5,17.333333333333332,3002,0.37,10.0,0.53,18.0,52.0,5,42.0,71.0,0.21,6.0,22,47.0,83.0,26.0,0.62,22.666666666666668,4.0,4.0,0.51,1611,48.0,27.0,21.0,8.0,0.29,62.0,53.0,18.333333333333332,1244,28.5,36.0,31.0,21.0,5.0,31.0,37.0,169 lbs (77kg),72.0,10,2994,0.63,12.0,15.0,58.0,0.82,1762841,22.0,0.72,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Denmark,17,11,0.6071428571428571,188,77
Daniil Medvedev,x,3068,1.0,9.0,29.0,"Moscow, Russia",0.66,2014.0,0.54,0.43,4.0,"6'6"" (198cm)",5.0,2025,25.0,0,27.0,46277151,3.6666666666666665,27.0,397 - 167,55.333333333333336,26.5,17.333333333333332,6737,0.4,10.0,0.51,18.0,52.0,20,42.0,71.0,0.27,6.0,29,47.0,83.0,26.0,0.61,22.666666666666668,4.0,12.5,0.53,4304,48.0,27.0,21.0,8.0,0.31,62.0,53.0,18.333333333333332,4312,28.5,36.0,31.0,21.0,5.0,1.0,37.0,182 lbs (83kg),72.0,11,6710,0.63,12.0,15.0,58.0,0.83,1150173,22.0,0.75,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,,18,10,0.6428571428571429,198,83
Tommy Paul,x,2083,1.0,9.0,29.0,"Voorhees, NJ, USA",0.64,2015.0,0.51,0.4,4.0,"6'1"" (185cm)",5.0,699,25.0,0,27.0,11390042,3.6666666666666665,27.0,197 - 133,55.333333333333336,26.5,17.333333333333332,3956,0.39,10.0,0.53,18.0,52.0,4,42.0,71.0,0.25,6.0,28,47.0,83.0,26.0,0.61,22.666666666666668,4.0,12.5,0.51,2452,48.0,27.0,21.0,8.0,0.31,62.0,53.0,18.333333333333332,1618,28.5,36.0,31.0,21.0,5.0,31.0,37.0,180 lbs (82kg),72.0,12,3980,0.62,12.0,15.0,58.0,0.8,1317007,22.0,0.71,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,United States,21,8,0.7241379310344828,185,82
Ben Shelton,x,858,1.0,9.0,29.0,"Atlanta, GA, USA",0.68,2022.0,0.45,0.39,4.0,"6'4"" (193cm)",5.0,551,25.0,0,27.0,6990177,3.6666666666666665,27.0,86 - 63,55.333333333333336,26.5,17.333333333333332,2028,0.33,10.0,0.53,18.0,52.0,2,42.0,71.0,0.16,6.0,22,47.0,83.0,26.0,0.66,22.666666666666668,4.0,12.5,0.5,814,48.0,27.0,21.0,8.0,0.26,62.0,53.0,18.333333333333332,1394,28.5,36.0,31.0,21.0,5.0,31.0,37.0,195 lbs (88kg),72.0,13,2034,0.68,12.0,15.0,58.0,0.87,1416135,22.0,0.76,9.0,"Left-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,12.0,United States,15,10,0.6,193,88
Arthur Fils,Insta,763,1.0,9.0,29.0,"Bondoufle, France",0.65,2021.0,0.49,0.4,4.0,"6'1"" (185cm)",5.0,419,25.0,0,27.0,5578854,3.6666666666666665,27.0,80 - 57,55.333333333333336,26.5,17.333333333333332,1552,0.37,10.0,0.5,18.0,52.0,3,42.0,71.0,0.21,6.0,20,47.0,83.0,26.0,0.61,22.666666666666668,4.0,12.5,0.51,814,48.0,27.0,21.0,8.0,0.29,62.0,53.0,18.333333333333332,781,28.5,36.0,31.0,21.0,5.0,31.0,37.0,182 lbs (83kg),72.0,14,1566,0.62,12.0,15.0,58.0,0.82,1141187,22.0,0.74,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,14.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,France,19,10,0.6551724137931034,185,83
Andrey Rublev,x,3093,1.0,9.0,29.0,"Moscow, Russia",0.66,2014.0,0.53,0.39,4.0,"6'2"" (188cm)",5.0,1346,25.0,1,27.0,28805106,3.6666666666666665,27.0,350 - 196,55.333333333333336,26.5,17.333333333333332,6585,0.39,10.0,0.51,18.0,52.0,17,42.0,71.0,0.24,6.0,27,47.0,83.0,26.0,0.61,22.666666666666668,4.0,12.5,0.52,4006,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,3697,28.5,36.0,31.0,21.0,5.0,31.0,37.0,165 lbs (75kg),72.0,15,6592,0.63,12.0,15.0,58.0,0.83,1327199,22.0,0.75,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,,15,12,0.5555555555555556,188,75
Frances Tiafoe,x,2713,1.0,9.0,29.0,"Hyattsville, MD, USA",0.65,2015.0,0.5,0.38,4.0,"6'2"" (188cm)",5.0,1041,25.0,0,27.0,14007649,3.6666666666666665,27.0,223 - 203,55.333333333333336,26.5,17.333333333333332,5516,0.36,10.0,0.52,18.0,52.0,3,42.0,71.0,0.19,6.0,27,47.0,83.0,26.0,0.6,22.666666666666668,4.0,12.5,0.5,2856,48.0,27.0,21.0,8.0,0.27,62.0,53.0,10.0,3097,28.5,36.0,31.0,21.0,5.0,31.0,37.0,190 lbs (86kg),72.0,16,5484,0.62,12.0,15.0,58.0,0.81,655240,22.0,0.73,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,United States,13,12,0.52,188,86
Grigor Dimitrov,x,4459,1.0,9.0,29.0,"Haskovo, Bulgaria",0.66,2008.0,0.5,0.39,4.0,"6'3"" (191cm)",5.0,2639,25.0,0,27.0,29967502,3.6666666666666665,27.0,473 - 300,55.333333333333336,26.5,17.333333333333332,9458,0.37,10.0,0.51,18.0,52.0,9,42.0,71.0,0.22,6.0,34,47.0,83.0,26.0,0.62,22.666666666666668,4.0,12.5,0.52,5420,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,5260,28.5,36.0,31.0,21.0,3.0,31.0,37.0,178 lbs (81kg),72.0,17,9608,0.63,12.0,15.0,58.0,0.83,915524,22.0,0.75,9.0,"Right-Handed, One-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Bulgaria,14,9,0.6086956521739131,191,81
Francisco Cerundolo,x,1601,1.0,9.0,29.0,"Buenos Aires, Argentina",0.61,2018.0,0.51,0.41,4.0,"6'1"" (185cm)",5.0,670,25.0,0,27.0,7420650,3.6666666666666665,27.0,129 - 101,55.333333333333336,26.5,18.0,2591,0.4,10.0,0.51,18.0,52.0,3,42.0,71.0,0.27,6.0,26,47.0,83.0,26.0,0.64,22.666666666666668,4.0,12.5,0.51,1708,48.0,27.0,21.0,8.0,0.33,62.0,53.0,18.333333333333332,655,28.5,36.0,31.0,21.0,5.0,31.0,37.0,176 lbs (80kg),72.0,18,2577,0.62,12.0,15.0,58.0,0.76,1431524,22.0,0.67,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Argentina,27,12,0.6923076923076923,185,80
Jakub Mensik,Insta,446,1.0,9.0,29.0,Prostejov,0.65,2022.0,0.5,0.39,4.0,"6'5"" (196cm)",5.0,276,25.0,1,27.0,3360720,3.6666666666666665,27.0,47 - 30,55.333333333333336,26.5,17.333333333333332,938,0.36,10.0,0.48,18.0,52.0,1,42.0,71.0,0.2,6.0,19,47.0,83.0,26.0,0.59,22.666666666666668,4.0,12.5,0.51,473,48.0,27.0,21.0,8.0,0.28,62.0,53.0,18.333333333333332,840,28.5,36.0,31.0,21.0,5.0,31.0,37.0,191 lbs (87kg),72.0,19,944,0.64,12.0,15.0,58.0,0.83,1777686,22.0,0.76,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,19.0,3.0,83.0,32.75,Czechia,19,9,0.6785714285714286,196,87
Stefanos Tsitsipas,x,2606,1.0,9.0,29.0,"Athens, Greece",0.68,2016.0,0.49,0.4,4.0,"6'4"" (193cm)",5.0,1219,25.0,1,27.0,34601835,3.6666666666666665,27.0,362 - 175,55.333333333333336,26.5,17.333333333333332,6567,0.36,10.0,0.55,18.0,52.0,12,42.0,71.0,0.21,6.0,26,47.0,83.0,26.0,0.62,22.666666666666668,4.0,12.5,0.52,3462,48.0,27.0,21.0,8.0,0.29,62.0,53.0,18.333333333333332,3690,28.5,36.0,31.0,21.0,5.0,31.0,37.0,198 lbs (90kg),72.0,20,6699,0.65,12.0,15.0,58.0,0.86,1504114,22.0,0.76,9.0,"Right-Handed, One-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Greece,17,10,0.6296296296296297,193,90
Ugo Humbert,x,1719,1.0,9.0,29.0,"Metz, France",0.66,2016.0,0.48,0.36,4.0,"6'2"" (188cm)",5.0,733,25.0,1,27.0,9185773,3.6666666666666665,27.0,155 - 134,55.333333333333336,26.5,17.333333333333332,3568,0.35,10.0,0.52,18.0,52.0,7,42.0,71.0,0.19,6.0,26,47.0,83.0,26.0,0.62,22.666666666666668,4.0,12.5,0.51,1901,48.0,27.0,21.0,8.0,0.28,62.0,53.0,18.333333333333332,1964,28.5,36.0,31.0,21.0,5.0,31.0,37.0,160 lbs (73kg),72.0,21,3627,0.63,12.0,15.0,58.0,0.83,822964,22.0,0.74,9.0,"Left-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,France,12,9,0.5714285714285714,188,73
