Name,Unnamed: 1,Full Stats - Break Points Faced,Career - Career High Rank (2011.07.04),Career - Career High Rank (2025.01.27),Career - Career High Rank (2025.02.24),Birthplace,TotalServicePointsWon,Turned pro,SecondServeReturnWon,BreakPointsConverted,Career - Career High Rank (2015.03.02),Height,Career - Career High Rank (2021.09.13),DoubleFaults,Career - Career High Rank (2024.08.05),YTD - Titles,Career - Career High Rank (2019.06.10),Career - Prize Money Singles & Doubles Combined,Career - Career High Rank (2022.09.12),Career - Career High Rank (2023.01.16),Career - W-L,Career - Career High Rank (2025.04.07),Career - Career High Rank (2024.05.06),Career - Career High Rank (2025.05.05),Full Stats - Return Games Played,ReturnPointsWon,Career - Career High Rank (2017.09.11),SecondServeWon,Career - Career High Rank (2024.06.24),Career - Career High Rank (2019.05.20),Career - Titles,Career - Career High Rank (2023.02.06),Career - Career High Rank (2025.04.21),Full Stats - Return Games Won,Career - Career High Rank (2024.07.15),Age,Career - Career High Rank (2024.10.21),Career - Career High Rank (2022.08.08),Career - Career High Rank (2022.01.31),FirstServeIn,Career - Career High Rank (2024.08.12),Career - Career High Rank (2024.11.18),Career - Career High Rank (2023.08.21),TotalPointsWon,Full Stats - Break Points Opportunities,Career - Career High Rank (2023.08.14),Career - Career High Rank (2024.02.12),Career - Career High Rank (2023.11.06),Career - Career High Rank (2019.07.15),FirstServeReturnWon,Career - Career High Rank (2024.08.26),Career - Career High Rank (2023.09.11),Career - Career High Rank (2023.06.19),Aces,Career - Career High Rank (2022.11.07),Career - Career High Rank (2024.01.08),Career - Career High Rank (2024.07.22),Career - Career High Rank (2021.10.04),Career - Career High Rank (2017.11.20),Career - Career High Rank (2022.02.28),Career - Career High Rank (2023.10.16),Weight,Career - Career High Rank (2025.03.31),YTD - Rank,Full Stats - Service Games Played,BreakPointsSaved,Career - Career High Rank (2018.11.05),Career - Career High Rank (2024.06.10),Career - Career High Rank (2022.07.11),Full Stats - Service Games Won,YTD - Prize Money,Career - Career High Rank (2022.08.29),FirstServeWon,Career - Career High Rank (2019.11.04),Plays,Career - Career High Rank (2022.06.13),Career - Career High Rank (2024.11.04),Career - Career High Rank (2018.07.02),Career - Career High Rank (2025.05.26),Career - Career High Rank (2024.04.15),Career - Career High Rank (2024.07.01),Career - Career High Rank (2025.04.14),Career - Career High Rank (2022.08.01),Career - Career High Rank (2016.11.07),Career - Career High Rank (2024.09.16),Career - Career High Rank (2022.10.31),Career - Career High Rank (2023.04.10),Career - Career High Rank (2020.09.21),Career - Career High Rank (2023.10.02),Career - Career High Rank (2024.09.09),Career - Career High Rank (2025.05.19),Career - Career High Rank (2021.08.09),Career - Career High Rank (2025.03.17),Career - Career High Rank (2025.03.03),Country,Wins,Losses,Win Rate,Height_cm,Weight_kg
Hamad Medjedovic,x,299,1.0,9.0,29.0,"Novi Pazar, Serbia",0.66,2021.0,0.48,0.34,4.0,"6'2"" (188cm)",5.0,154,25.0,0,27.0,1658909,3.6666666666666665,27.0,28 - 24,55.333333333333336,26.5,17.333333333333332,610,0.35,10.0,0.51,18.0,52.0,0,42.0,61.0,0.17,6.0,21,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.5,299,48.0,27.0,21.0,8.0,0.27,62.0,53.0,18.333333333333332,416,28.5,36.0,31.0,21.0,5.0,31.0,37.0,190 lbs (86kg),72.0,74,619,0.65,12.0,15.0,58.0,0.83,260433,22.0,0.74,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Serbia,7,6,0.5384615384615384,188,86
Arthur Rinderknech,x,993,1.0,9.0,29.0,"Gassin, France",0.65,2018.0,0.45,0.35,4.0,"6'5"" (196cm)",5.0,417,25.0,0,27.0,4004256,3.6666666666666665,27.0,78 - 94,55.333333333333336,26.5,17.333333333333332,2093,0.33,10.0,0.48,18.0,52.0,0,42.0,71.0,0.16,6.0,29,47.0,83.0,26.0,0.64,22.666666666666668,4.0,12.5,0.49,930,48.0,27.0,21.0,8.0,0.26,62.0,53.0,18.333333333333332,1613,28.5,36.0,31.0,21.0,5.0,31.0,37.0,193 lbs (88kg),72.0,75,2079,0.64,12.0,15.0,58.0,0.83,331138,22.0,0.75,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,France,4,13,0.23529411764705882,196,88
Aleksandar Kovacevic,x,411,1.0,9.0,29.0,"New York, NY, USA",0.65,2021.0,0.45,0.33,4.0,"6'0"" (183cm)",5.0,193,25.0,0,27.0,1683171,3.6666666666666665,27.0,22 - 40,55.333333333333336,26.5,17.333333333333332,789,0.33,10.0,0.49,18.0,52.0,0,42.0,71.0,0.14,6.0,26,47.0,83.0,26.0,0.59,22.666666666666668,4.0,12.5,0.49,344,48.0,27.0,21.0,8.0,0.25,62.0,53.0,18.333333333333332,549,28.5,36.0,31.0,21.0,5.0,31.0,37.0,174 lbs (79kg),72.0,76,787,0.64,12.0,15.0,58.0,0.81,328827,22.0,0.75,9.0,"Right-Handed, One-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,United States,6,8,0.42857142857142855,183,79
Yoshihito Nishioka,Youtube,2144,1.0,9.0,29.0,"Mie, Japan",0.61,2014.0,0.52,0.39,4.0,"5'7"" (170cm)",5.0,463,25.0,0,27.0,6819808,3.6666666666666665,27.0,142 - 154,55.333333333333336,26.5,17.333333333333332,3437,0.37,10.0,0.54,18.0,52.0,3,42.0,71.0,0.22,6.0,29,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.49,1923,48.0,27.0,21.0,8.0,0.27,62.0,53.0,24.0,560,28.5,36.0,31.0,21.0,5.0,31.0,37.0,141 lbs (64kg),72.0,77,3391,0.58,12.0,15.0,58.0,0.74,279476,22.0,0.65,9.0,"Left-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Japan,7,6,0.5384615384615384,170,64
Rinky Hijikata,x,630,1.0,9.0,29.0,"Sydney, Australia",0.6,2021.0,0.48,0.37,4.0,"5'10"" (178cm)",5.0,223,25.0,0,27.0,2736438,3.6666666666666665,27.0,32 - 47,55.333333333333336,26.5,17.333333333333332,925,0.36,10.0,0.47,18.0,52.0,0,42.0,71.0,0.2,6.0,24,47.0,83.0,26.0,0.59,22.666666666666668,4.0,12.5,0.48,496,48.0,27.0,21.0,8.0,0.29,62.0,53.0,18.333333333333332,299,28.5,36.0,31.0,21.0,5.0,31.0,37.0,159 lbs (72kg),72.0,78,912,0.6,12.0,15.0,58.0,0.72,335451,22.0,0.68,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Australia,5,11,0.3125,178,72
Zhizhen Zhang,Insta,633,1.0,9.0,29.0,"Shanghai, China",0.65,2012.0,0.47,0.37,4.0,"6'4"" (193cm)",5.0,219,25.0,0,27.0,3799682,3.6666666666666665,27.0,59 - 68,55.333333333333336,26.5,17.333333333333332,1443,0.34,10.0,0.52,18.0,52.0,0,42.0,71.0,0.17,6.0,28,47.0,83.0,26.0,0.63,22.666666666666668,4.0,12.5,0.49,647,48.0,27.0,21.0,8.0,0.26,62.0,53.0,18.333333333333332,829,28.5,36.0,31.0,21.0,5.0,31.0,37.0,192 lbs (87kg),72.0,79,1426,0.59,12.0,15.0,58.0,0.82,305439,22.0,0.73,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,China,4,9,0.3076923076923077,193,87
Aleksandar Vukic,x,721,1.0,9.0,29.0,"Sydney, Australia",0.64,2018.0,0.46,0.36,4.0,"6'2"" (188cm)",5.0,206,25.0,0,27.0,2760664,3.6666666666666665,27.0,46 - 64,55.333333333333336,26.5,17.333333333333332,1380,0.33,10.0,0.5,18.0,52.0,0,42.0,71.0,0.15,6.0,29,47.0,83.0,26.0,0.6,22.666666666666668,4.0,12.5,0.49,587,48.0,27.0,21.0,8.0,0.26,62.0,53.0,18.333333333333332,964,28.5,36.0,31.0,21.0,5.0,31.0,37.0,187 lbs (85kg),72.0,80,1371,0.63,12.0,15.0,58.0,0.8,401715,22.0,0.74,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Australia,5,11,0.3125,188,85
Cameron Norrie,x,2524,1.0,9.0,29.0,"Johannesburg, South Africa",0.64,2017.0,0.51,0.42,4.0,"6'2"" (188cm)",5.0,1004,25.0,0,27.0,11894924,8.0,27.0,222 - 166,55.333333333333336,26.5,17.333333333333332,4602,0.38,10.0,0.51,18.0,52.0,5,42.0,71.0,0.24,6.0,29,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.51,2676,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,1787,28.5,36.0,31.0,21.0,5.0,31.0,37.0,181 lbs (82kg),72.0,81,4614,0.63,12.0,15.0,58.0,0.8,443050,22.0,0.7,9.0,"Left-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Great Britain,13,12,0.52,188,82
Christopher O'Connell,x,949,1.0,9.0,29.0,"Sydney, Australia",0.64,2011.0,0.47,0.34,4.0,"6'0"" (183cm)",5.0,264,25.0,0,27.0,3435987,3.6666666666666665,27.0,54 - 81,55.333333333333336,26.5,17.333333333333332,1755,0.34,10.0,0.5,18.0,52.0,0,42.0,71.0,0.16,6.0,30,47.0,83.0,26.0,0.62,22.666666666666668,4.0,12.5,0.49,820,48.0,27.0,21.0,8.0,0.26,62.0,53.0,18.333333333333332,988,28.5,36.0,31.0,21.0,5.0,31.0,37.0,172 lbs (78kg),72.0,82,1756,0.63,12.0,15.0,58.0,0.8,343137,22.0,0.72,9.0,"Right-Handed, One-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Australia,7,11,0.3888888888888889,183,78
Hugo Gaston,x,1056,1.0,9.0,29.0,"Toulouse, France",0.58,2018.0,0.48,0.39,4.0,"5'8"" (173cm)",5.0,260,25.0,0,27.0,3109934,3.6666666666666665,27.0,44 - 66,55.333333333333336,26.5,17.333333333333332,1354,0.37,10.0,0.49,18.0,52.0,0,42.0,71.0,0.23,6.0,24,47.0,83.0,26.0,0.56,22.666666666666668,4.0,12.5,0.48,775,48.0,27.0,21.0,8.0,0.31,62.0,53.0,18.333333333333332,309,28.5,36.0,31.0,21.0,5.0,31.0,37.0,149 lbs (68kg),72.0,83,1341,0.62,12.0,15.0,58.0,0.7,320652,22.0,0.65,9.0,"Left-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,France,4,10,0.2857142857142857,173,68
Raphael Collignon,Insta,32,1.0,9.0,29.0,"Rochester,Olmsted",0.56,2015.629213483146,0.56,0.32,4.0,"6'3"" (191cm)",5.0,32,25.0,0,27.0,322291,3.6666666666666665,27.0,1 - 6,55.333333333333336,26.5,17.333333333333332,46,0.34,10.0,0.38,18.0,52.0,0,42.0,81.0,0.17,6.0,23,47.0,83.0,26.0,0.63,22.666666666666668,4.0,12.5,0.46,25,48.0,27.0,21.0,8.0,0.23,62.0,53.0,18.333333333333332,23,28.5,36.0,31.0,21.0,5.0,31.0,37.0,189 lbs (86kg),72.0,84,45,0.59,12.0,15.0,58.0,0.71,117874,22.0,0.67,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Belgium,1,3,0.25,191,86
Borna Coric,x,2424,1.0,9.0,29.0,"Zagreb, Croatia",0.65,2013.0,0.49,0.38,4.0,"6'2"" (188cm)",5.0,871,25.0,0,27.0,12928200,3.6666666666666665,27.0,223 - 198,55.333333333333336,26.5,17.333333333333332,4855,0.36,10.0,0.52,18.0,52.0,3,42.0,71.0,0.2,6.0,28,47.0,83.0,26.0,0.62,22.666666666666668,4.0,12.5,0.5,2516,48.0,27.0,21.0,8.0,0.27,62.0,53.0,18.333333333333332,2324,28.5,36.0,31.0,21.0,5.0,31.0,37.0,187 lbs (85kg),72.0,85,4824,0.61,12.0,15.0,58.0,0.81,291084,22.0,0.72,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Croatia,1,4,0.2,188,85
Vit Kopriva,Insta,178,1.0,9.0,29.0,"Bilovec, Czechia",0.57,2015.0,0.54,0.47,4.0,"5'10"" (178cm)",5.0,78,25.0,0,27.0,1043678,3.6666666666666665,27.0,10 - 15,55.333333333333336,26.5,17.333333333333332,249,0.38,10.0,0.46,18.0,52.0,0,42.0,71.0,0.27,6.0,27,47.0,83.0,26.0,0.6,22.666666666666668,4.0,12.5,0.48,143,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,65,28.5,36.0,31.0,21.0,5.0,31.0,37.0,152 lbs (69kg),72.0,86,244,0.53,12.0,15.0,58.0,0.66,195423,22.0,0.65,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,85.0,3.0,83.0,32.75,Czechia,4,3,0.5714285714285714,178,69
Jan Lennard Struff,x,2859,1.0,9.0,29.0,"Warstein, Germany",0.65,2009.0,0.49,0.36,4.0,"6'4"" (193cm)",5.0,1684,25.0,0,27.0,11348296,3.6666666666666665,27.0,226 - 254,55.333333333333336,26.5,17.333333333333332,5739,0.36,10.0,0.5,18.0,52.0,1,42.0,71.0,0.18,6.0,35,47.0,83.0,26.0,0.57,22.666666666666668,4.0,12.5,0.5,2935,48.0,27.0,21.0,8.0,0.27,62.0,53.0,21.0,4127,28.5,36.0,31.0,21.0,5.0,31.0,37.0,202 lbs (92kg),72.0,87,5726,0.62,12.0,15.0,58.0,0.81,344967,22.0,0.76,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Germany,4,12,0.25,193,92
Jesper De Jong,Insta,143,1.0,9.0,29.0,Haarlem,0.62,2015.629213483146,0.46,0.46,4.0,"5'11"" (180cm)",5.0,54,25.0,0,27.0,1094830,3.6666666666666665,27.0,8 - 12,55.333333333333336,26.5,17.333333333333332,224,0.35,10.0,0.49,18.0,52.0,0,42.0,71.0,0.19,6.0,24,47.0,83.0,26.0,0.58,22.666666666666668,4.0,12.5,0.49,94,48.0,27.0,21.0,8.0,0.28,62.0,53.0,18.333333333333332,112,28.5,36.0,31.0,21.0,5.0,31.0,37.0,154 lbs (70kg),72.0,88,224,0.62,12.0,15.0,58.0,0.75,178566,22.0,0.71,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,87.0,3.0,83.0,32.75,Netherlands,6,4,0.6,180,70
Botic Van De Zandschulp,x,1350,1.0,9.0,29.0,"Wageningen, Netherlands",0.62,2016.0,0.5,0.38,4.0,"6'3"" (191cm)",5.0,701,25.0,0,27.0,5139832,3.6666666666666665,27.0,99 - 100,55.333333333333336,26.5,17.333333333333332,2226,0.38,10.0,0.47,18.0,52.0,0,42.0,71.0,0.23,6.0,29,47.0,83.0,26.0,0.62,22.666666666666668,4.0,12.5,0.5,1314,48.0,27.0,21.0,8.0,0.31,62.0,53.0,18.333333333333332,1043,28.5,36.0,31.0,21.0,5.0,31.0,37.0,187 lbs (85kg),72.0,89,2210,0.61,12.0,15.0,58.0,0.76,286748,22.0,0.71,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Netherlands,4,9,0.3076923076923077,191,85
Hugo Dellien,x,702,1.0,9.0,29.0,"Trinidad, Bolivia",0.59,2009.0,0.49,0.38,4.0,"5'11"" (180cm)",5.0,143,25.0,0,27.0,2492965,3.6666666666666665,27.0,42 - 66,55.333333333333336,26.5,17.333333333333332,965,0.37,10.0,0.47,18.0,52.0,0,42.0,71.0,0.21,6.0,31,47.0,83.0,26.0,0.72,22.666666666666668,4.0,12.5,0.48,530,48.0,27.0,21.0,8.0,0.3,62.0,53.0,18.333333333333332,156,28.5,36.0,31.0,21.0,5.0,31.0,37.0,165 lbs (75kg),72.0,90,963,0.57,12.0,15.0,58.0,0.69,162985,22.0,0.63,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Bolivia,2,3,0.4,180,75
Adam Walton,x,171,1.0,9.0,29.0,Brisbane,0.63,2022.0,0.47,0.36,4.0,"6'0"" (183cm)",5.0,47,25.0,0,27.0,1082721,3.6666666666666665,27.0,7 - 19,55.333333333333336,26.5,17.333333333333332,332,0.34,10.0,0.5,18.0,52.0,0,42.0,71.0,0.17,6.0,26,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.48,154,48.0,27.0,21.0,8.0,0.26,62.0,53.0,18.333333333333332,149,28.5,36.0,31.0,21.0,5.0,31.0,37.0,170 lbs (77kg),85.0,91,322,0.57,12.0,15.0,58.0,0.77,295770,22.0,0.7,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Australia,4,8,0.3333333333333333,183,77
James Duckworth,x,1376,1.0,9.0,29.0,"Sydney, Australia",0.63,2010.0,0.47,0.36,4.0,"6'0"" (183cm)",5.0,523,25.0,0,27.0,4300268,3.6666666666666665,27.0,66 - 112,55.333333333333336,26.5,17.333333333333332,2389,0.33,10.0,0.51,18.0,52.0,0,42.0,71.0,0.15,6.0,33,47.0,83.0,46.0,0.57,22.666666666666668,4.0,12.5,0.48,985,48.0,27.0,21.0,8.0,0.24,62.0,53.0,18.333333333333332,1482,28.5,36.0,31.0,21.0,5.0,31.0,37.0,181 lbs (82kg),72.0,92,2405,0.63,12.0,15.0,58.0,0.79,223465,22.0,0.72,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Australia,1,4,0.2,183,82
Reilly Opelka,Insta,880,1.0,9.0,29.0,"St. Joseph, MI, USA",0.7,2015.0,0.42,0.31,4.0,"6'11"" (211cm)",5.0,604,25.0,0,27.0,4918548,3.6666666666666665,27.0,107 - 101,55.333333333333336,26.5,17.333333333333332,2668,0.28,10.0,0.54,18.0,52.0,4,42.0,71.0,0.1,6.0,27,47.0,83.0,26.0,0.64,22.666666666666668,4.0,12.5,0.5,857,48.0,27.0,21.0,8.0,0.21,62.0,53.0,18.333333333333332,3594,28.5,36.0,31.0,21.0,5.0,17.0,37.0,225 lbs (102kg),72.0,93,2711,0.68,12.0,15.0,58.0,0.9,456203,22.0,0.79,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,United States,11,9,0.55,211,102
Chun Hsin Tseng,Insta,249,1.0,9.0,29.0,"Taipei, Chinese Taipei",0.59,2019.0,0.5,0.33,4.0,"5'9"" (175cm)",5.0,100,25.0,0,27.0,1231537,3.6666666666666665,27.0,15 - 30,55.333333333333336,26.5,17.333333333333332,390,0.34,10.0,0.49,18.0,52.0,0,42.0,71.0,0.17,6.0,23,47.0,83.0,26.0,0.59,22.666666666666668,4.0,12.5,0.47,200,48.0,27.0,21.0,8.0,0.24,62.0,53.0,18.333333333333332,92,28.5,36.0,31.0,21.0,5.0,31.0,37.0,143 lbs (65kg),72.0,94,383,0.57,12.0,15.0,58.0,0.72,214832,22.0,0.66,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Chinese Taipei,3,6,0.3333333333333333,175,65
Luca Nardi,Insta,361,1.0,9.0,29.0,Pesaro,0.59,2015.629213483146,0.5,0.35,4.0,"6'1"" (185cm)",5.0,151,25.0,0,27.0,1612934,3.6666666666666665,27.0,12 - 32,55.333333333333336,26.5,17.333333333333332,503,0.34,10.0,0.45,18.0,52.0,0,42.0,71.0,0.17,6.0,21,47.0,83.0,26.0,0.61,22.666666666666668,4.0,12.5,0.47,240,48.0,27.0,21.0,8.0,0.25,62.0,53.0,18.333333333333332,121,28.5,36.0,31.0,21.0,5.0,31.0,37.0,176 lbs (80kg),72.0,95,506,0.58,12.0,15.0,58.0,0.7,335662,22.0,0.67,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,67.0,Italy,5,8,0.38461538461538464,185,80
Kamil Majchrzak,x,437,1.0,9.0,29.0,"Piotrkow Trybunalski, Poland",0.63,2013.0,0.51,0.36,4.0,"6'0"" (183cm)",5.0,154,25.0,0,27.0,2304831,3.6666666666666665,27.0,35 - 45,55.333333333333336,26.5,17.333333333333332,759,0.35,10.0,0.5,18.0,52.0,0,42.0,71.0,0.18,6.0,29,47.0,83.0,26.0,0.6,22.666666666666668,4.0,12.5,0.49,378,48.0,27.0,21.0,8.0,0.25,62.0,53.0,18.333333333333332,335,28.5,36.0,31.0,21.0,5.0,75.0,37.0,176 lbs (80kg),72.0,96,773,0.61,12.0,15.0,58.0,0.78,205182,22.0,0.71,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Poland,4,3,0.5714285714285714,183,80
Mariano Navone,x,533,1.0,9.0,29.0,9 de julio,0.59,2015.629213483146,0.52,0.43,4.0,"5'10"" (178cm)",5.0,139,25.0,0,27.0,1709930,3.6666666666666665,27.0,29 - 38,55.333333333333336,26.5,17.333333333333332,758,0.4,10.0,0.5,18.0,52.0,0,42.0,71.0,0.28,6.0,24,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.5,495,48.0,27.0,21.0,8.0,0.34,62.0,53.0,18.333333333333332,152,28.5,36.0,31.0,21.0,5.0,31.0,37.0,160 lbs (73kg),72.0,97,756,0.57,12.0,29.0,58.0,0.7,394220,22.0,0.64,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Argentina,11,14,0.44,178,73
Mackenzie Mcdonald,x,1673,1.0,9.0,29.0,"Piedmont, CA, USA",0.62,2016.0,0.51,0.41,4.0,"5'10"" (178cm)",5.0,574,25.0,0,27.0,6293298,3.6666666666666665,27.0,109 - 129,55.333333333333336,26.5,17.333333333333332,2935,0.37,10.0,0.51,18.0,52.0,0,42.0,71.0,0.22,6.0,30,47.0,83.0,26.0,0.64,22.666666666666668,4.0,12.5,0.5,1557,48.0,27.0,21.0,8.0,0.29,62.0,53.0,18.333333333333332,1147,28.5,36.0,31.0,21.0,5.0,31.0,37.0,160 lbs (73kg),72.0,98,2910,0.59,12.0,15.0,58.0,0.76,162342,22.0,0.69,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,United States,4,4,0.5,178,73
Pablo Carreno Busta,x,3312,1.0,9.0,29.0,"Gijon, Spain",0.63,2009.0,0.52,0.41,4.0,"6'2"" (188cm)",5.0,912,25.0,0,27.0,16156121,3.6666666666666665,27.0,279 - 228,55.333333333333336,26.5,17.333333333333332,6065,0.38,10.0,0.52,18.0,52.0,7,42.0,71.0,0.24,6.0,33,47.0,83.0,26.0,0.65,22.666666666666668,4.0,12.5,0.51,3559,48.0,27.0,21.0,8.0,0.29,62.0,53.0,18.333333333333332,2007,28.5,36.0,31.0,21.0,5.0,31.0,37.0,172 lbs (78kg),72.0,99,6062,0.61,12.0,15.0,58.0,0.79,424479,22.0,0.69,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,83.0,32.75,Spain,3,8,0.2727272727272727,188,78
Nishesh Basavareddy,Insta,88,1.0,9.0,29.0,Newport Beach,0.62,2015.629213483146,0.49,0.37,4.0,"5'11"" (180cm)",5.0,30,25.0,0,27.0,526556,3.6666666666666665,27.0,4 - 8,55.333333333333336,26.5,17.333333333333332,147,0.34,10.0,0.48,18.0,52.0,0,42.0,71.0,0.18,6.0,20,47.0,83.0,26.0,0.61,22.666666666666668,4.0,12.5,0.48,73,48.0,27.0,21.0,8.0,0.25,62.0,53.0,18.333333333333332,55,28.5,36.0,31.0,21.0,5.0,31.0,37.0,160 lbs (73kg),72.0,100,145,0.63,12.0,15.0,58.0,0.77,202618,22.0,0.71,9.0,"Right-Handed, Two-Handed Backhand",2.0,26.0,23.0,28.0,13.0,19.0,39.0,64.0,6.0,72.0,42.0,49.0,10.0,47.0,30.0,56.714285714285715,3.0,100.0,32.75,United States,3,6,0.3333333333333333,180,73
